SubsetID,ClassID,ClassName_tr,ClassName_eng,UserID,RepeatID
General,0004,Aciklamak,Explain,User_2,001
General,0004,Aciklamak,Explain,User_2,002
General,0004,Aciklamak,Explain,User_2,003
General,0004,Aciklamak,Explain,User_2,004
General,0004,Aciklamak,Explain,User_2,005
General,0004,Aciklamak,Explain,User_2,006
General,0004,Aciklamak,Explain,User_3,001
General,0004,Aciklamak,Explain,User_3,002
General,0004,Aciklamak,Explain,User_3,003
General,0004,Aciklamak,Explain,User_4,001
General,0004,Aciklamak,Explain,User_4,002
General,0004,Aciklamak,Explain,User_4,003
General,0004,Aciklamak,Explain,User_4,004
General,0004,Aciklamak,Explain,User_4,005
General,0004,Aciklamak,Explain,User_5,001
General,0004,Aciklamak,Explain,User_5,002
General,0004,Aciklamak,Explain,User_5,003
General,0004,Aciklamak,Explain,User_5,004
General,0004,Aciklamak,Explain,User_5,005
General,0004,Aciklamak,Explain,User_5,006
General,0004,Aciklamak,Explain,User_5,007
General,0004,Aciklamak,Explain,User_6,001
General,0004,Aciklamak,Explain,User_6,002
General,0004,Aciklamak,Explain,User_6,003
General,0004,Aciklamak,Explain,User_6,004
General,0004,Aciklamak,Explain,User_6,005
General,0004,Aciklamak,Explain,User_6,006
General,0004,Aciklamak,Explain,User_7,001
General,0004,Aciklamak,Explain,User_7,002
General,0004,Aciklamak,Explain,User_7,003
General,0004,Aciklamak,Explain,User_7,004
General,0007,Ad,Name,User_2,001
General,0007,Ad,Name,User_2,002
General,0007,Ad,Name,User_2,003
General,0007,Ad,Name,User_2,004
General,0007,Ad,Name,User_2,005
General,0007,Ad,Name,User_2,006
General,0007,Ad,Name,User_3,001
General,0007,Ad,Name,User_3,002
General,0007,Ad,Name,User_3,003
General,0007,Ad,Name,User_4,001
General,0007,Ad,Name,User_4,002
General,0007,Ad,Name,User_4,003
General,0007,Ad,Name,User_4,004
General,0007,Ad,Name,User_4,005
General,0007,Ad,Name,User_5,001
General,0007,Ad,Name,User_5,002
General,0007,Ad,Name,User_5,003
General,0007,Ad,Name,User_5,004
General,0007,Ad,Name,User_5,005
General,0007,Ad,Name,User_5,006
General,0007,Ad,Name,User_6,001
General,0007,Ad,Name,User_6,002
General,0007,Ad,Name,User_6,003
General,0007,Ad,Name,User_6,004
General,0007,Ad,Name,User_6,005
General,0007,Ad,Name,User_6,006
General,0007,Ad,Name,User_7,001
General,0007,Ad,Name,User_7,002
General,0007,Ad,Name,User_7,003
General,0009,Adres,Address,User_2,001
General,0009,Adres,Address,User_2,002
General,0009,Adres,Address,User_2,003
General,0009,Adres,Address,User_2,004
General,0009,Adres,Address,User_2,005
General,0009,Adres,Address,User_2,006
General,0009,Adres,Address,User_3,001
General,0009,Adres,Address,User_3,002
General,0009,Adres,Address,User_3,003
General,0009,Adres,Address,User_4,001
General,0009,Adres,Address,User_4,002
General,0009,Adres,Address,User_4,003
General,0009,Adres,Address,User_4,004
General,0009,Adres,Address,User_4,005
General,0009,Adres,Address,User_5,001
General,0009,Adres,Address,User_5,002
General,0009,Adres,Address,User_5,003
General,0009,Adres,Address,User_5,004
General,0009,Adres,Address,User_5,005
General,0009,Adres,Address,User_5,006
General,0009,Adres,Address,User_5,007
General,0009,Adres,Address,User_6,001
General,0009,Adres,Address,User_6,002
General,0009,Adres,Address,User_6,003
General,0009,Adres,Address,User_6,004
General,0009,Adres,Address,User_6,005
General,0009,Adres,Address,User_6,006
General,0009,Adres,Address,User_7,001
General,0009,Adres,Address,User_7,002
General,0009,Adres,Address,User_7,003
General,0009,Adres,Address,User_7,004
General,0009,Adres,Address,User_7,005
General,0016,Akraba,Relative,User_2,001
General,0016,Akraba,Relative,User_2,002
General,0016,Akraba,Relative,User_2,003
General,0016,Akraba,Relative,User_2,004
General,0016,Akraba,Relative,User_2,005
General,0016,Akraba,Relative,User_2,006
General,0016,Akraba,Relative,User_3,001
General,0016,Akraba,Relative,User_3,002
General,0016,Akraba,Relative,User_3,003
General,0016,Akraba,Relative,User_4,001
General,0016,Akraba,Relative,User_4,002
General,0016,Akraba,Relative,User_4,003
General,0016,Akraba,Relative,User_4,004
General,0016,Akraba,Relative,User_4,005
General,0016,Akraba,Relative,User_5,001
General,0016,Akraba,Relative,User_5,002
General,0016,Akraba,Relative,User_5,003
General,0016,Akraba,Relative,User_5,004
General,0016,Akraba,Relative,User_5,005
General,0016,Akraba,Relative,User_5,006
General,0016,Akraba,Relative,User_6,001
General,0016,Akraba,Relative,User_6,002
General,0016,Akraba,Relative,User_6,003
General,0016,Akraba,Relative,User_6,004
General,0016,Akraba,Relative,User_6,005
General,0016,Akraba,Relative,User_6,006
General,0016,Akraba,Relative,User_7,001
General,0016,Akraba,Relative,User_7,002
General,0016,Akraba,Relative,User_7,003
General,0016,Akraba,Relative,User_7,004
General,0016,Akraba,Relative,User_7,005
General,0017,Aksam,Evening,User_2,001
General,0017,Aksam,Evening,User_2,002
General,0017,Aksam,Evening,User_2,003
General,0017,Aksam,Evening,User_2,004
General,0017,Aksam,Evening,User_2,005
General,0017,Aksam,Evening,User_3,001
General,0017,Aksam,Evening,User_3,002
General,0017,Aksam,Evening,User_3,003
General,0017,Aksam,Evening,User_4,001
General,0017,Aksam,Evening,User_4,002
General,0017,Aksam,Evening,User_4,003
General,0017,Aksam,Evening,User_4,004
General,0017,Aksam,Evening,User_4,005
General,0017,Aksam,Evening,User_5,001
General,0017,Aksam,Evening,User_5,002
General,0017,Aksam,Evening,User_5,003
General,0017,Aksam,Evening,User_5,004
General,0017,Aksam,Evening,User_5,005
General,0017,Aksam,Evening,User_5,006
General,0017,Aksam,Evening,User_6,001
General,0017,Aksam,Evening,User_6,002
General,0017,Aksam,Evening,User_6,003
General,0017,Aksam,Evening,User_6,004
General,0017,Aksam,Evening,User_6,005
General,0017,Aksam,Evening,User_6,006
General,0017,Aksam,Evening,User_7,001
General,0017,Aksam,Evening,User_7,002
General,0017,Aksam,Evening,User_7,003
General,0017,Aksam,Evening,User_7,004
General,0017,Aksam,Evening,User_7,005
General,0018,Aksam Yemegi,Dinner,User_2,001
General,0018,Aksam Yemegi,Dinner,User_2,002
General,0018,Aksam Yemegi,Dinner,User_2,003
General,0018,Aksam Yemegi,Dinner,User_2,004
General,0018,Aksam Yemegi,Dinner,User_2,005
General,0018,Aksam Yemegi,Dinner,User_2,006
General,0018,Aksam Yemegi,Dinner,User_3,001
General,0018,Aksam Yemegi,Dinner,User_3,002
General,0018,Aksam Yemegi,Dinner,User_3,003
General,0018,Aksam Yemegi,Dinner,User_4,001
General,0018,Aksam Yemegi,Dinner,User_4,002
General,0018,Aksam Yemegi,Dinner,User_4,003
General,0018,Aksam Yemegi,Dinner,User_4,004
General,0018,Aksam Yemegi,Dinner,User_4,005
General,0018,Aksam Yemegi,Dinner,User_5,001
General,0018,Aksam Yemegi,Dinner,User_5,002
General,0018,Aksam Yemegi,Dinner,User_5,003
General,0018,Aksam Yemegi,Dinner,User_5,004
General,0018,Aksam Yemegi,Dinner,User_5,005
General,0018,Aksam Yemegi,Dinner,User_5,006
General,0018,Aksam Yemegi,Dinner,User_6,001
General,0018,Aksam Yemegi,Dinner,User_6,002
General,0018,Aksam Yemegi,Dinner,User_6,003
General,0018,Aksam Yemegi,Dinner,User_6,004
General,0018,Aksam Yemegi,Dinner,User_6,005
General,0018,Aksam Yemegi,Dinner,User_6,006
General,0018,Aksam Yemegi,Dinner,User_7,001
General,0018,Aksam Yemegi,Dinner,User_7,002
General,0018,Aksam Yemegi,Dinner,User_7,003
General,0018,Aksam Yemegi,Dinner,User_7,004
General,0018,Aksam Yemegi,Dinner,User_7,005
General,0026,Almak,Receive,User_2,001
General,0026,Almak,Receive,User_2,002
General,0026,Almak,Receive,User_2,003
General,0026,Almak,Receive,User_2,004
General,0026,Almak,Receive,User_2,005
General,0026,Almak,Receive,User_2,006
General,0026,Almak,Receive,User_3,001
General,0026,Almak,Receive,User_3,002
General,0026,Almak,Receive,User_3,003
General,0026,Almak,Receive,User_4,001
General,0026,Almak,Receive,User_4,002
General,0026,Almak,Receive,User_4,003
General,0026,Almak,Receive,User_4,004
General,0026,Almak,Receive,User_4,005
General,0026,Almak,Receive,User_5,001
General,0026,Almak,Receive,User_5,002
General,0026,Almak,Receive,User_5,003
General,0026,Almak,Receive,User_5,004
General,0026,Almak,Receive,User_5,005
General,0026,Almak,Receive,User_5,006
General,0026,Almak,Receive,User_5,007
General,0026,Almak,Receive,User_6,001
General,0026,Almak,Receive,User_6,002
General,0026,Almak,Receive,User_6,003
General,0026,Almak,Receive,User_6,004
General,0026,Almak,Receive,User_6,005
General,0026,Almak,Receive,User_6,006
General,0026,Almak,Receive,User_7,001
General,0026,Almak,Receive,User_7,002
General,0026,Almak,Receive,User_7,003
General,0026,Almak,Receive,User_7,004
General,0031,Anne,Mom,User_2,001
General,0031,Anne,Mom,User_2,002
General,0031,Anne,Mom,User_2,003
General,0031,Anne,Mom,User_2,004
General,0031,Anne,Mom,User_2,005
General,0031,Anne,Mom,User_2,006
General,0031,Anne,Mom,User_2,007
General,0031,Anne,Mom,User_3,001
General,0031,Anne,Mom,User_3,002
General,0031,Anne,Mom,User_3,003
General,0031,Anne,Mom,User_4,001
General,0031,Anne,Mom,User_4,002
General,0031,Anne,Mom,User_4,003
General,0031,Anne,Mom,User_4,004
General,0031,Anne,Mom,User_4,005
General,0031,Anne,Mom,User_5,001
General,0031,Anne,Mom,User_5,002
General,0031,Anne,Mom,User_5,003
General,0031,Anne,Mom,User_5,004
General,0031,Anne,Mom,User_5,005
General,0031,Anne,Mom,User_5,006
General,0031,Anne,Mom,User_5,007
General,0031,Anne,Mom,User_6,001
General,0031,Anne,Mom,User_6,002
General,0031,Anne,Mom,User_6,003
General,0031,Anne,Mom,User_6,004
General,0031,Anne,Mom,User_6,005
General,0031,Anne,Mom,User_6,006
General,0031,Anne,Mom,User_7,001
General,0031,Anne,Mom,User_7,002
General,0031,Anne,Mom,User_7,003
General,0031,Anne,Mom,User_7,004
General,0031,Anne,Mom,User_7,005
General,0034,Aramak,Call,User_2,001
General,0034,Aramak,Call,User_2,002
General,0034,Aramak,Call,User_2,003
General,0034,Aramak,Call,User_2,004
General,0034,Aramak,Call,User_2,005
General,0034,Aramak,Call,User_2,006
General,0034,Aramak,Call,User_3,001
General,0034,Aramak,Call,User_3,002
General,0034,Aramak,Call,User_3,003
General,0034,Aramak,Call,User_4,001
General,0034,Aramak,Call,User_4,002
General,0034,Aramak,Call,User_4,003
General,0034,Aramak,Call,User_4,004
General,0034,Aramak,Call,User_4,005
General,0034,Aramak,Call,User_5,001
General,0034,Aramak,Call,User_5,002
General,0034,Aramak,Call,User_5,003
General,0034,Aramak,Call,User_5,004
General,0034,Aramak,Call,User_5,005
General,0034,Aramak,Call,User_5,006
General,0034,Aramak,Call,User_6,001
General,0034,Aramak,Call,User_6,002
General,0034,Aramak,Call,User_6,003
General,0034,Aramak,Call,User_6,004
General,0034,Aramak,Call,User_6,005
General,0034,Aramak,Call,User_6,006
General,0034,Aramak,Call,User_7,001
General,0034,Aramak,Call,User_7,002
General,0034,Aramak,Call,User_7,003
General,0034,Aramak,Call,User_7,004
General,0035,Aramak (Telefon),Search (Phone),User_2,001
General,0035,Aramak (Telefon),Search (Phone),User_2,002
General,0035,Aramak (Telefon),Search (Phone),User_2,003
General,0035,Aramak (Telefon),Search (Phone),User_2,004
General,0035,Aramak (Telefon),Search (Phone),User_2,005
General,0035,Aramak (Telefon),Search (Phone),User_2,006
General,0035,Aramak (Telefon),Search (Phone),User_3,001
General,0035,Aramak (Telefon),Search (Phone),User_3,002
General,0035,Aramak (Telefon),Search (Phone),User_3,003
General,0035,Aramak (Telefon),Search (Phone),User_4,001
General,0035,Aramak (Telefon),Search (Phone),User_4,002
General,0035,Aramak (Telefon),Search (Phone),User_4,003
General,0035,Aramak (Telefon),Search (Phone),User_4,004
General,0035,Aramak (Telefon),Search (Phone),User_4,005
General,0035,Aramak (Telefon),Search (Phone),User_5,001
General,0035,Aramak (Telefon),Search (Phone),User_5,002
General,0035,Aramak (Telefon),Search (Phone),User_5,003
General,0035,Aramak (Telefon),Search (Phone),User_5,004
General,0035,Aramak (Telefon),Search (Phone),User_5,005
General,0035,Aramak (Telefon),Search (Phone),User_5,006
General,0035,Aramak (Telefon),Search (Phone),User_6,001
General,0035,Aramak (Telefon),Search (Phone),User_6,002
General,0035,Aramak (Telefon),Search (Phone),User_6,003
General,0035,Aramak (Telefon),Search (Phone),User_6,004
General,0035,Aramak (Telefon),Search (Phone),User_6,005
General,0035,Aramak (Telefon),Search (Phone),User_6,006
General,0035,Aramak (Telefon),Search (Phone),User_7,001
General,0035,Aramak (Telefon),Search (Phone),User_7,002
General,0035,Aramak (Telefon),Search (Phone),User_7,003
General,0035,Aramak (Telefon),Search (Phone),User_7,004
General,0036,Arkadas,Friend,User_2,001
General,0036,Arkadas,Friend,User_2,002
General,0036,Arkadas,Friend,User_2,003
General,0036,Arkadas,Friend,User_2,004
General,0036,Arkadas,Friend,User_2,005
General,0036,Arkadas,Friend,User_2,006
General,0036,Arkadas,Friend,User_3,001
General,0036,Arkadas,Friend,User_3,002
General,0036,Arkadas,Friend,User_3,003
General,0036,Arkadas,Friend,User_4,001
General,0036,Arkadas,Friend,User_4,002
General,0036,Arkadas,Friend,User_4,003
General,0036,Arkadas,Friend,User_4,004
General,0036,Arkadas,Friend,User_4,005
General,0036,Arkadas,Friend,User_5,001
General,0036,Arkadas,Friend,User_5,002
General,0036,Arkadas,Friend,User_5,003
General,0036,Arkadas,Friend,User_5,004
General,0036,Arkadas,Friend,User_5,005
General,0036,Arkadas,Friend,User_5,006
General,0036,Arkadas,Friend,User_6,001
General,0036,Arkadas,Friend,User_6,002
General,0036,Arkadas,Friend,User_6,003
General,0036,Arkadas,Friend,User_6,004
General,0036,Arkadas,Friend,User_6,005
General,0036,Arkadas,Friend,User_6,006
General,0036,Arkadas,Friend,User_7,001
General,0036,Arkadas,Friend,User_7,002
General,0036,Arkadas,Friend,User_7,003
General,0036,Arkadas,Friend,User_7,004
General,0036,Arkadas,Friend,User_7,005
General,0043,Atlamak,Jump,User_2,001
General,0043,Atlamak,Jump,User_2,002
General,0043,Atlamak,Jump,User_2,003
General,0043,Atlamak,Jump,User_2,004
General,0043,Atlamak,Jump,User_2,005
General,0043,Atlamak,Jump,User_2,006
General,0043,Atlamak,Jump,User_3,001
General,0043,Atlamak,Jump,User_3,002
General,0043,Atlamak,Jump,User_3,003
General,0043,Atlamak,Jump,User_4,001
General,0043,Atlamak,Jump,User_4,002
General,0043,Atlamak,Jump,User_4,003
General,0043,Atlamak,Jump,User_4,004
General,0043,Atlamak,Jump,User_4,005
General,0043,Atlamak,Jump,User_5,001
General,0043,Atlamak,Jump,User_5,002
General,0043,Atlamak,Jump,User_5,003
General,0043,Atlamak,Jump,User_5,004
General,0043,Atlamak,Jump,User_5,005
General,0043,Atlamak,Jump,User_5,006
General,0043,Atlamak,Jump,User_6,001
General,0043,Atlamak,Jump,User_6,002
General,0043,Atlamak,Jump,User_6,003
General,0043,Atlamak,Jump,User_6,004
General,0043,Atlamak,Jump,User_6,005
General,0043,Atlamak,Jump,User_6,006
General,0043,Atlamak,Jump,User_7,001
General,0043,Atlamak,Jump,User_7,002
General,0043,Atlamak,Jump,User_7,003
General,0043,Atlamak,Jump,User_7,004
General,0044,Ay,Moon,User_2,001
General,0044,Ay,Moon,User_2,002
General,0044,Ay,Moon,User_2,003
General,0044,Ay,Moon,User_2,004
General,0044,Ay,Moon,User_2,005
General,0044,Ay,Moon,User_2,006
General,0044,Ay,Moon,User_3,001
General,0044,Ay,Moon,User_3,002
General,0044,Ay,Moon,User_3,003
General,0044,Ay,Moon,User_4,001
General,0044,Ay,Moon,User_4,002
General,0044,Ay,Moon,User_4,003
General,0044,Ay,Moon,User_4,004
General,0044,Ay,Moon,User_4,005
General,0044,Ay,Moon,User_4,006
General,0044,Ay,Moon,User_5,001
General,0044,Ay,Moon,User_5,002
General,0044,Ay,Moon,User_5,003
General,0044,Ay,Moon,User_5,004
General,0044,Ay,Moon,User_5,005
General,0044,Ay,Moon,User_5,006
General,0044,Ay,Moon,User_6,001
General,0044,Ay,Moon,User_6,002
General,0044,Ay,Moon,User_6,003
General,0044,Ay,Moon,User_6,004
General,0044,Ay,Moon,User_6,005
General,0044,Ay,Moon,User_6,006
General,0044,Ay,Moon,User_7,001
General,0044,Ay,Moon,User_7,002
General,0044,Ay,Moon,User_7,003
General,0044,Ay,Moon,User_7,004
General,0044,Ay,Moon,User_7,005
General,0045,Ayaga Kalkmak,Stand up,User_2,001
General,0045,Ayaga Kalkmak,Stand up,User_2,002
General,0045,Ayaga Kalkmak,Stand up,User_2,003
General,0045,Ayaga Kalkmak,Stand up,User_2,004
General,0045,Ayaga Kalkmak,Stand up,User_2,005
General,0045,Ayaga Kalkmak,Stand up,User_2,006
General,0045,Ayaga Kalkmak,Stand up,User_2,007
General,0045,Ayaga Kalkmak,Stand up,User_2,008
General,0045,Ayaga Kalkmak,Stand up,User_2,009
General,0045,Ayaga Kalkmak,Stand up,User_2,010
General,0045,Ayaga Kalkmak,Stand up,User_2,011
General,0045,Ayaga Kalkmak,Stand up,User_2,012
General,0045,Ayaga Kalkmak,Stand up,User_2,013
General,0045,Ayaga Kalkmak,Stand up,User_3,001
General,0045,Ayaga Kalkmak,Stand up,User_3,002
General,0045,Ayaga Kalkmak,Stand up,User_3,003
General,0045,Ayaga Kalkmak,Stand up,User_3,004
General,0045,Ayaga Kalkmak,Stand up,User_3,005
General,0045,Ayaga Kalkmak,Stand up,User_3,006
General,0045,Ayaga Kalkmak,Stand up,User_4,001
General,0045,Ayaga Kalkmak,Stand up,User_4,002
General,0045,Ayaga Kalkmak,Stand up,User_4,003
General,0045,Ayaga Kalkmak,Stand up,User_4,004
General,0045,Ayaga Kalkmak,Stand up,User_4,005
General,0045,Ayaga Kalkmak,Stand up,User_4,006
General,0045,Ayaga Kalkmak,Stand up,User_4,007
General,0045,Ayaga Kalkmak,Stand up,User_4,008
General,0045,Ayaga Kalkmak,Stand up,User_4,009
General,0045,Ayaga Kalkmak,Stand up,User_4,010
General,0045,Ayaga Kalkmak,Stand up,User_5,001
General,0045,Ayaga Kalkmak,Stand up,User_5,002
General,0045,Ayaga Kalkmak,Stand up,User_5,003
General,0045,Ayaga Kalkmak,Stand up,User_5,004
General,0045,Ayaga Kalkmak,Stand up,User_5,005
General,0045,Ayaga Kalkmak,Stand up,User_5,006
General,0045,Ayaga Kalkmak,Stand up,User_5,007
General,0045,Ayaga Kalkmak,Stand up,User_5,008
General,0045,Ayaga Kalkmak,Stand up,User_5,009
General,0045,Ayaga Kalkmak,Stand up,User_5,010
General,0045,Ayaga Kalkmak,Stand up,User_5,011
General,0045,Ayaga Kalkmak,Stand up,User_5,012
General,0045,Ayaga Kalkmak,Stand up,User_6,001
General,0045,Ayaga Kalkmak,Stand up,User_6,002
General,0045,Ayaga Kalkmak,Stand up,User_6,003
General,0045,Ayaga Kalkmak,Stand up,User_6,004
General,0045,Ayaga Kalkmak,Stand up,User_6,005
General,0045,Ayaga Kalkmak,Stand up,User_6,006
General,0045,Ayaga Kalkmak,Stand up,User_6,007
General,0045,Ayaga Kalkmak,Stand up,User_6,008
General,0045,Ayaga Kalkmak,Stand up,User_6,009
General,0045,Ayaga Kalkmak,Stand up,User_6,010
General,0045,Ayaga Kalkmak,Stand up,User_6,011
General,0045,Ayaga Kalkmak,Stand up,User_6,012
General,0045,Ayaga Kalkmak,Stand up,User_7,001
General,0045,Ayaga Kalkmak,Stand up,User_7,002
General,0045,Ayaga Kalkmak,Stand up,User_7,003
General,0045,Ayaga Kalkmak,Stand up,User_7,004
General,0045,Ayaga Kalkmak,Stand up,User_7,005
General,0045,Ayaga Kalkmak,Stand up,User_7,006
General,0045,Ayaga Kalkmak,Stand up,User_7,007
General,0045,Ayaga Kalkmak,Stand up,User_7,008
General,0049,Az,Little,User_2,001
General,0049,Az,Little,User_2,002
General,0049,Az,Little,User_2,003
